UIAutomation 1.1.8 (Python 3.6.5, 64 bit)
2018-10-24 14:36:30.355 Function: main, Line: 78 -> Starts, Current Cursor Position: (1122, 468)
                        ControlType: GroupControl    ClassName: Element    AutomationId: PreviewMetadataRow    Rect: (190, 1010, 359, 1028)    Name: 元数据行    Handle: 0x0(0)    Depth: 6
                            ControlType: TextControl    ClassName: MetadataLabel    AutomationId: PreviewMetadataLabel    Rect: (190, 1010, 224, 1028)    Name: 大小    Handle: 0x0(0)    Depth: 7
                            ControlType: EditControl    ClassName: MetadataDisplayElement    AutomationId: PreviewMetadataControlReadOnly    Rect: (224, 1010, 359, 1028)    Name: 大小    Handle: 0x0(0)    Depth: 7    Value: 0 字节
                        ControlType: GroupControl    ClassName: Element    AutomationId: PreviewMetadataRow    Rect: (359, 992, 1910, 1010)    Name: 元数据行    Handle: 0x0(0)    Depth: 6
                            ControlType: TextControl    ClassName: MetadataLabel    AutomationId: PreviewMetadataLabel    Rect: (359, 992, 417, 1010)    Name: 创建日期    Handle: 0x0(0)    Depth: 7
                            ControlType: EditControl    ClassName: MetadataDisplayElement    AutomationId: PreviewMetadataControlReadOnly    Rect: (417, 992, 1910, 1010)    Name: 创建日期    Handle: 0x0(0)    Depth: 7    Value: ‎2018/‎10/‎26 ‏‎16:41
                ControlType: PaneControl    ClassName: ProperTreeHost    AutomationId: ProperTreeHost    Rect: (1, 89, 157, 987)    Name: 控制主机    Handle: 0x70604(460292)    Depth: 4
                    ControlType: TreeControl    ClassName: SysTreeView32    AutomationId: 100    Rect: (1, 89, 157, 987)    Name: 命名空间树控件    Handle: 0x403A0(263072)    Depth: 5
                        ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (39, 98, 79, 121)    Name: 收藏夹    Handle: 0x0(0)    Depth: 6    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.Expanded
                            ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (49, 121, 77, 144)    Name: 下载    Handle: 0x0(0)    Depth: 7    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.LeafNode
                            ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (49, 144, 77, 167)    Name: 桌面    Handle: 0x0(0)    Depth: 7    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.LeafNode
                            ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (49, 167, 137, 190)    Name: 最近访问的位置    Handle: 0x0(0)    Depth: 7    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.LeafNode
                        ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (0, 0, 0, 0)    Name: 桌面    Handle: 0x0(0)    Depth: 6    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.Expanded
                            ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (39, 213, 55, 236)    Name: 库    Handle: 0x0(0)    Depth: 7    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.Expanded
                                ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (49, 236, 77, 259)    Name: 视频    Handle: 0x0(0)    Depth: 8    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                                ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (49, 259, 77, 282)    Name: 图片    Handle: 0x0(0)    Depth: 8    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                                ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (49, 282, 77, 305)    Name: 文档    Handle: 0x0(0)    Depth: 8    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                                ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (49, 305, 77, 328)    Name: 音乐    Handle: 0x0(0)    Depth: 8    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                            ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (39, 351, 79, 374)    Name: 计算机    Handle: 0x0(0)    Depth: 7    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.Expanded
                                ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (49, 374, 124, 397)    Name: 本地磁盘 (C:)    Handle: 0x0(0)    Depth: 8    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                                ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (49, 397, 125, 420)    Name: 本地磁盘 (D:)    Handle: 0x0(0)    Depth: 8    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                                ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (49, 420, 123, 443)    Name: 本地磁盘 (E:)    Handle: 0x0(0)    Depth: 8    CurrentIsSelected: True    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                                ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (49, 443, 122, 466)    Name: 本地磁盘 (F:)    Handle: 0x0(0)    Depth: 8    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                            ControlType: TreeItemControl    ClassName:     AutomationId:     Rect: (39, 489, 67, 512)    Name: 网络    Handle: 0x0(0)    Depth: 7    CurrentIsSelected: False    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                ControlType: PaneControl    ClassName: DUIListView    AutomationId: listview    Rect: (160, 89, 1920, 987)    Name: Shell 文件夹视图    Handle: 0x40666(263782)    Depth: 4
                    ControlType: ListControl    ClassName: UIItemsView    AutomationId:     Rect: (160, 89, 1920, 987)    Name: 项目视图    Handle: 0x60662(394850)    Depth: 5    CurrentHorizontalViewSize: 100    CurrentVerticalViewSize: 100    CurrentHorizontalScrollPercent: -1    CurrentVerticalScrollPercent: -1    RowCount: 5    ColumnCount: 5
                        ControlType: HeaderControl    ClassName: UIViewHeader    AutomationId:     Rect: (160, 89, 1920, 116)    Name: 标题    Handle: 0x0(0)    Depth: 6
                            ControlType: SplitButtonControl    ClassName: UIColumnHeader    AutomationId: System.ItemNameDisplay    Rect: (160, 89, 320, 116)    Name: 名称    Handle: 0x0(0)    Depth: 7    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                                ControlType: ButtonControl    ClassName: Button    AutomationId: DropDown    Rect: (304, 89, 319, 116)    Name: 筛选器下拉列表    Handle: 0x0(0)    Depth: 8
                            ControlType: SplitButtonControl    ClassName: UIColumnHeader    AutomationId: System.Music.TrackNumber    Rect: (320, 89, 360, 116)    Name: #    Handle: 0x0(0)    Depth: 7    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                                ControlType: ButtonControl    ClassName: Button    AutomationId: DropDown    Rect: (344, 89, 359, 116)    Name: 筛选器下拉列表    Handle: 0x0(0)    Depth: 8
                            ControlType: SplitButtonControl    ClassName: UIColumnHeader    AutomationId: System.Title    Rect: (360, 89, 520, 116)    Name: 标题    Handle: 0x0(0)    Depth: 7    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                                ControlType: ButtonControl    ClassName: Button    AutomationId: DropDown    Rect: (504, 89, 519, 116)    Name: 筛选器下拉列表    Handle: 0x0(0)    Depth: 8
                            ControlType: SplitButtonControl    ClassName: UIColumnHeader    AutomationId: System.Music.Artist    Rect: (520, 89, 640, 116)    Name: 参与创作的艺术家    Handle: 0x0(0)    Depth: 7    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                                ControlType: ButtonControl    ClassName: Button    AutomationId: DropDown    Rect: (624, 89, 639, 116)    Name: 筛选器下拉列表    Handle: 0x0(0)    Depth: 8
                            ControlType: SplitButtonControl    ClassName: UIColumnHeader    AutomationId: System.Music.AlbumTitle    Rect: (640, 89, 776, 116)    Name: 唱片集    Handle: 0x0(0)    Depth: 7    CurrentExpandCollapseState: ExpandCollapseState.Collapsed
                                ControlType: ButtonControl    ClassName: Button    AutomationId: DropDown    Rect: (760, 89, 775, 116)    Name: 筛选器下拉列表    Handle: 0x0(0)    Depth: 8
                        ControlType: ListItemControl    ClassName: UIItem    AutomationId: 0    Rect: (174, 122, 772, 144)    Name: 1.gif    Handle: 0x0(0)    Depth: 6    Value: 1.gif    CurrentIsSelected: False
                            ControlType: ImageControl    ClassName: UIImage    AutomationId:     Rect: (178, 122, 196, 144)    Name:     Handle: 0x0(0)    Depth: 7
                            ControlType: EditControl    ClassName: UIProperty    AutomationId: System.ItemNameDisplay    Rect: (196, 122, 320, 144)    Name: 名称    Handle: 0x0(0)    Depth: 7    Value: 1.gif
                            ControlType: EditControl    ClassName: UIProperty    AutomationId: System.Music.TrackNumber    Rect: (320, 122, 360, 144)    Name: #    Handle: 0x0(0)    Depth: 7    Value: 
                            ControlType: EditControl    ClassName: UIProperty    AutomationId: System.Title    Rect: (360, 122, 520, 144)    Name: 标题    Handle: 0x0(0)    Depth: 7    Value: 
                            ControlType: EditControl    ClassName: UIProperty    AutomationId: System.Music.Artist    Rect: (520, 122, 640, 144)    Name: 参与创作的艺术家    Handle: 0x0(0)    Depth: 7    Value: 
                            ControlType: EditControl    ClassName: UIProperty    AutomationId: System.Music.AlbumTitle    Rect: (640, 122, 776, 144)    Name: 唱片集    Handle: 0x0(0)    Depth: 7    Value: 
                        ControlType: ListItemControl    ClassName: UIItem    AutomationId: 1    Rect: (174, 143, 772, 165)    Name: 2.mp3    Handle: 0x0(0)    Depth: 6    Value: 2.mp3    CurrentIsSelected: True
                            ControlType: ImageControl    ClassName: UIImage    AutomationId:     Rect: (178, 143, 196, 165)    Name:     Handle: 0x0(0)    Depth: 7
                            ControlType: EditControl    ClassName: UIProperty    AutomationId: System.ItemNameDisplay    Rect: (196, 143, 320, 165)    Name: 名称    Handle: 0x0(0)    Depth: 7    Value: 2.mp3
                            ControlType: EditControl    ClassName: UIProperty    AutomationId: System.Music.TrackNumber    Rect: (320, 143, 360, 165)    Name: #    Handle: 0x0(0)    Depth: 7    Value: 2
                            ControlType: EditControl    ClassName: UIProperty    AutomationId: System.Title    Rect: (360, 143, 520, 165)    Name: 标题    Handle: 0x0(0)    Depth: 7    Value: Maid with the Flaxen Hair
                            ControlType: EditControl    ClassName: UIProperty    AutomationId: System.Music.Artist    Rect: (520, 143, 640, 165)    Name: 参与创作的艺术家    Handle: 0x0(0)    Depth: 7    Value: Richard Stoltzman; Slovak Radio Symphony Orchestra
                            ControlType: EditControl    ClassName: UIProperty    AutomationId: System.Music.AlbumTitle    Rect: (640, 143, 776, 165)    Name: 唱片集    Handle: 0x0(0)    Depth: 7    Value: Fine Music, Vol. 1
                        ControlType: ListItemControl    ClassName: UIItem    AutomationId: 2    Rect: (174, 164, 772, 186)    Name: 3.mp3    Handle: 0x0(0)    Depth: 6    Value: 3.mp3    CurrentIsSelected: False
                            ControlType: ImageControl    ClassName: UIImage    AutomationId:     Rect: (178, 164, 196, 186)    Name:     Handle: 0x0(0)    Depth: 7
                            ControlType: EditControl    ClassName: UIProperty    AutomationId: System.ItemNameDisplay    Rect: (196, 164, 320, 186)    Name: 名称    Handle: 0x0(0)    Depth: 7    Value: 3.mp3
                            ControlType: EditControl    ClassName: UIProperty    AutomationId: System.Music.TrackNumber    Rect: (320, 164, 360, 186)    Name: #    Handle: 0x0(0)    Depth: 7    Value: 1
                            ControlType: EditControl    ClassName: UIProperty    AutomationId: System.Title    Rect: (360, 164, 520, 186)    Name: 标题    Handle: 0x0(0)    Depth: 7    Value: Kalimba
                            ControlType: EditControl    ClassName: UIProperty    AutomationId:     Rect: (0, 0, 0, 0)    Name: 参与创作的艺术家    Handle: 0x0(0)    Depth: 7
                        ControlType: UIAutomation 1.1.8 (Python 3.6.5, 64 bit)
2018-10-29 09:34:34.958 Function: main, Line: 78 -> Starts, Current Cursor Position: (277, 140)
ControlType: WindowControl    ClassName: CabinetWClass    AutomationId:     Rect: (-8, -8, 1928, 1048)    Name: resource    Handle: 0xA06FE(657150)    Depth: 0
    ControlType: PaneControl    ClassName: WorkerW    AutomationId:     Rect: (0, 22, 1920, 57)    Name:     Handle: 0xD05C0(853440)    Depth: 1
        ControlType: PaneControl    ClassName: ReBarWindow32    AutomationId: 40965    Rect: (0, 22, 1920, 57)    Name:     Handle: 0x50638(329272)    Depth: 2
            ControlType: PaneControl    ClassName: TravelBand    AutomationId:     Rect: (0, 22, 70, 54)    Name:     Handle: 0xB05D8(722392)    Depth: 3
                ControlType: ToolBarControl    ClassName: ToolbarWindow32    AutomationId:     Rect: (2, 24, 70, 54)    Name:     Handle: 0x480500(4719872)    Depth: 4
                    ControlType: ButtonControl    ClassName:     AutomationId:     Rect: (2, 24, 30, 51)    Name: 后退    Handle: 0x0(0)    Depth: 5
                    ControlType: ButtonControl    ClassName:     AutomationId:     Rect: (30, 24, 58, 51)    Name: 前进    Handle: 0x0(0)    Depth: 5
                    ControlType: ButtonControl    ClassName:     AutomationId:     Rect: (58, 24, 76, 51)    Name: 最新网页    Handle: 0x0(0)    Depth: 5
            ControlType: PaneControl    ClassName: Address Band Root    AutomationId: 41477    Rect: (70, 25, 1812, 50)    Name:     Handle: 0x505C6(329158)    Depth: 3
                ControlType: ProgressBarControl    ClassName: msctls_progress32    AutomationId:     Rect: (72, 26, 1810, 49)    Name:     Handle: 0x705D0(460240)    Depth: 4    RangeValue: 0
                    ControlType: PaneControl    ClassName: Breadcrumb Parent    AutomationId:     Rect: (72, 26, 1766, 49)    Name:     Handle: 0x1A0556(1705302)    Depth: 5
                        ControlType: ToolBarControl    ClassName: ToolbarWindow32    AutomationId: 1001    Rect: (72, 26, 1766, 49)    Name: 地址: E:\work\git\automagic\keyw...    Handle: 0xA0708(657160)    Depth: 6
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (72, 26, 109, 48)    Name: 桌面    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (109, 26, 170, 48)    Name: 计算机    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (170, 26, 265, 48)    Name: 本地磁盘 (E:)    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (265, 26, 319, 48)    Name: work    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (319, 26, 359, 48)    Name: git    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (359, 26, 445, 48)    Name: automagic    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (445, 26, 520, 48)    Name: keyword    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (520, 26, 609, 48)    Name: workSpace    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (609, 26, 721, 48)    Name: filmora_project    Handle: 0x0(0)    Depth: 7
                            ControlType: MenuItemControl    ClassName:     AutomationId:     Rect: (721, 26, 780, 48)    Name: resource    Handle: 0x0(0)    Depth: 7
                    ControlType: ToolBarControl    ClassName: ToolbarWindow32    AutomationId:     Rect: (1766, 26, 1810, 49)    Name:     Handle: 0x5006F0(5244656)    Depth: 5
                        ControlType: ButtonControl    ClassName:     AutomationId:     Rect: (1766, 26, 1785, 49)    Name: 上一个位置    Handle: 0x0(0)    Depth: 6
                        ControlType: ButtonControl    ClassName:     AutomationId:     Rect: (1785, 26, 1810, 49)    Name: 刷新“resource”    Handle: 0x0(0)    Depth: 6
            ControlType: PaneControl    ClassName: UniversalSearchBand    AutomationId:     Rect: (1816, 25, 1920, 50)    Name:     Handle: 0xB05D2(722386)    Depth: 3
                ControlType: PaneControl    ClassName: Search Box    AutomationId:     Rect: (1816, 25, 1920, 50)    Name:     Handle: 0xB03DE(721886)    Depth: 4
                    ControlType: PaneControl    ClassName: SearchEditBoxWrapperClass    AutomationId:     Rect: (1821, 25, 1915, 50)    Name:     Handle: 0x450716(4523798)    Depth: 5
                        ControlType: PaneControl    ClassName: SearchBox    AutomationId:     Rect: (1821, 25, 1915, 50)    Name:  搜索 resource    Handle: 0x90534(591156)    Depth: 6
                            ControlType: EditControl    ClassName: SearchEditBox    AutomationId: SearchEditBox    Rect: (1823, 29, 1895, 46)    Name: 搜索框    Handle: 0x0(0)    Depth: 7    Value: 
                            ControlType: ButtonControl    ClassName: Button    AutomationId: SearchBoxSearchButton    Rect: (1899, 25, 1915, 50)    Name: 搜索    Handle: 0x0(0)    Depth: 7
    ControlType: PaneControl    ClassName: ShellTabWindowClass    AutomationId:     Rect: (0, 57, 1920, 1040)    Name: resource    Handle: 0xD0544(853316)    Depth: 1
        ControlType: PaneControl    ClassName: DUIViewWndClassName    AutomationId:     Rect: (0, 57, 1920, 1040)    Name:     Handle: 0x204BA(132282)    Depth: 2
            ControlType: PaneControl    ClassName: HWNDView    AutomationId: main    Rect: (0, 57, 1920, 1040)    Name: 浏览器窗格    Handle: 0x204BC(132284)    Depth: 3
                ControlType: PaneControl    ClassName: CtrlNotifySink    AutomationId:     Rect: (1, 89, 157, 987)    Name:     Handle: 0x3D0602(3999234)    Depth: 4
                ControlType: PaneControl    ClassName: CtrlNotifySink    AutomationId:     Rect: (160, 89, 1920, 987)    Name:     Handle: 0x304C4(197828)    Depth: 4
                ControlType: ToolBarControl    ClassName: FolderBandModuleInner    AutomationId: FolderBandModuleInner    Rect: (0, 57, 1920, 89)    Name: 命令模块    Handle: 0x0(0)    Depth: 4
                    ControlType: ButtonControl    ClassName: Button3d    AutomationId: HelpButton    Rect: (1883, 59, 1911, 86)    Name: 帮助    Handle: 0x0(0)    Depth: 5
                    ControlType: CheckBoxControl    ClassName: Button3d    AutomationId: PreviewButton    Rect: (1847, 59, 1875, 86)    Name: 预览窗格    Handle: 0x0(0)    Depth: 5    CurrentToggleState: ToggleState.Off
                    ControlType: SplitButtonControl    ClassName: ViewControl    AutomationId: ViewControl    Rect: (1792, 59, 1847, 86)    Name: 视图    Handle: 0x0(0)    Depth: 5
                        ControlType: ButtonControl    ClassName: Button3d    AutomationId: SplitMenuButton    Rect: (1819, 59, 1837, 86)    Name: 查看滑块    Handle: 0x0(0)    Depth: 6
                    ControlType: ButtonControl    ClassName: AJOSplitButton    AutomationId: {7DDC1264-7E4D-4F74-BBC0-D191987C8D0F}    Rect: (3, 59, 71, 86)    Name: 组织    Handle: 0x0(0)    Depth: 5
                    ControlType: SplitButtonControl    ClassName: AJOSplitButton    AutomationId: {88959F81-5D9D-4D44-8AC1-7FF7BE7B39F6}    Rect: (71, 59, 163, 86)    Name: 打开    Handle: 0x0(0)    Depth: 5
                        ControlType: ButtonControl    ClassName: Button3d    AutomationId: SplitMenuButton    Rect: (135, 59, 153, 86)    Name: 子菜单    Handle: 0x0(0)    Depth: 6
                    ControlType: ButtonControl    ClassName: AJOSplitButton    AutomationId: {220898A1-E3F3-46B4-96EA-B0855DC968B6}    Rect: (163, 59, 241, 86)    Name: 全部播放    Handle: 0x0(0)    Depth: 5
                    ControlType: ButtonControl    ClassName: AJOSplitButton    AutomationId: {E44616AD-6DF1-4B94-85A4-E465AE8A19DB}    Rect: (241, 59, 331, 86)    Name: 新建文件夹    Handle: 0x0(0)    Depth: 5
                ControlType: PaneControl    ClassName: PreviewBackground    AutomationId: BackgroundClear    Rect: (0, 987, 1920, 1040)    Name: 细节窗格    Handle: 0x0(0)    Depth: 4
                    ControlType: ImageControl    ClassName: PreviewThumbnailInner    AutomationId: PreviewThumbnailInner    Rect: (18, 991, 63, 1036)    Name: 缩略图模块    Handle: 0x0(0)    Depth: 5
                    ControlType: TreeControl    ClassName: PreviewMetadataInner    AutomationId: PreviewMetadataInner    Rect: (77, 992, 1910, 1037)    Name: 元数据模块    Handle: 0x0(0)    Depth: 5
                        ControlType: EditControl    ClassName: MetadataDisplayElement    AutomationId: PreviewMetadataControlReadOnly    Rect: (77, 992, 139, 1010)    Name: 名称    Handle: 0x0(0)    Depth: 6    Value: 3.mp3
                        ControlType: EditControl    ClassName: MetadataDisplayElement    AutomationId: PreviewMetadataControlReadOnly    Rect: (77, 1010, 139, 1028)    Name: 类型    Handle: 0x0(0)    Depth: 6    Value: MP3 - File
                        ControlType: GroupControl    ClassName: Element    AutomationId: PreviewMetadataRow    Rect: (139, 992, 380, 1010)    Name: 元数据行    Handle: 0x0(0)    Depth: 6
                            ControlType: TextControl    ClassName: MetadataLabel    AutomationId: PreviewMetadataLabel    Rect: (139, 992, 245, 1010)    Name: 参与创作的艺术家    Handle: 0x0(0)    Depth: 7
                            ControlType: EditControl    ClassName: MetadataDisplayElement    AutomationId: PreviewMetadataControlEditable    Rect: (245, 992, 380, 1010)    Name: 参与创作的艺术家    Handle: 0x0(0)    Depth: 7    Value: Mr. Scruff
                        ControlType: GroupControl    ClassName: Element    AutomationId: PreviewMetadataRow    Rect: (199, 1010, 380, 1028)    Name: 元数据行    Handle: 0x0(0)    Depth: 6
                            ControlType: TextControl    ClassName: MetadataLabel    AutomationId: PreviewMetadataLabel    Rect: (199, 1010, 245, 1028)    Name: 唱片集    Handle: 0x0(0)    Depth: 7
                            ControlType: EditControl    ClassName: MetadataDisplayElement    AutomationId: PreviewMetadataControlEditable    Rect: (245, 1010, 380, 1028)    Name: 唱片集    Handle: 0x0(0)    Depth: 7    Value: Ninja Tuna
                        ControlType: GroupControl    ClassName: Element    AutomationId: PreviewMetadataRow    Rect: (380, 992, 549, 1010)    Name: 元数据行    Handle: 0x0(0)    Depth: 6
                            ControlType: TextControl    ClassName: MetadataLabel    AutomationId: PreviewMetadataLabel    Rect: (380, 992, 414, 1010)    Name: 流派    Handle: 0x0(0)    Depth: 7
                            ControlType: EditControl    ClassName: MetadataDisplayElement    AutomationId: PreviewMetadataControlEditable    Rect: (414, 992, 549, 1010)    Name: 流派    Handle: 0x0(0)    Depth: 7    Value: Electronic
                        ControlType: GroupControl    ClassName: Element    AutomationId: PreviewMetadataRow    Rect: (380, 1010, 549, 1028)    Name: 元数据行    Handle: 0x0(0)    Depth: 6
                            ControlType: TextControl    ClassName: MetadataLabel    AutomationId: PreviewMetadataLabel    Rect: (380, 1010, 414, 1028)    Name: 长度    Handle: 0x0(0)    Depth: 7
                            ControlType: EditControl    ClassName: MetadataDisplayElement    AutomationId: PreviewMetadataControlReadOnly    Rect: (414, 1010, 549, 1028)    Name: 长度    Handle: 0x0(0)    Depth: 7    Value: 00:05:48
                        ControlType: GroupControl    ClassName: Element    AutomationId: PreviewMetadataRow    Rect: (549, 992, 718, 1010)    Name: 元数据行    Handle: 0x0(0)    Depth: 6
                            ControlType: TextControl    ClassName: MetadataLabel    AutomationId: PreviewMetadataLabel    Rect: (549, 992, 583, 1010)    Name: 分级    Handle: 0x0(0)    Depth: 7
                            ControlType: EditControl    ClassName: MetadataDisplayElement    AutomationId: PreviewMetadataControlEditable    Rect: (583, 992, 718, 1010)    Name: 分级    Handle: 0x0(0)    Depth: 7    Value: 未分级
                        ControlType: GroupControl    ClassName: Element    AutomationId: PreviewMetadataRow    Rect: (561, 1010, 718, 1028)    Name: 元数据行    Handle: 0x0(0)    Depth: 6
                            ControlType: TextControl    ClassName: MetadataLabel    AutomationId:     Rect: (0, 0, 0, 0)    Name: 年    Handle: 0x0(0)    Depth: 7
                        ControlType: UIAutomation 1.1.8 (Python 3.6.5, 64 bit)
2018-10-29 09:36:46.777 Function: main, Line: 78 -> Starts, Current Cursor Position: (916, 370)
ControlType: WindowControl    ClassName: CabinetWClass    AutomationId:     Rect: (-8, -8, 1928, 1048)    Name: resource    Handle: 0xA06FE(657150)    Depth: 0
    ControlType: PaneControl    ClassName: WorkerW    AutomationId:     Rect: (0, 22, 1920, 57)    Name:     Handle: 0xD05C0(853440)    Depth: 1
        ControlType: PaneControl    ClassName: ReBarWindow32    AutomationId: 40965    Rect: (0, 22, 1920, 57)    Name:     Handle: 0x50638(329272)    Depth: 2
            ControlType: PaneControl    ClassName: TravelBand    AutomationId:     Rect: (0, 22, 70, 54)    Name:     Handle: 0xB05D8(722392)    Depth: 3
                ControlType: ToolBarControl    ClassName: ToolbarWindow32    AutomationId:     Rect: (2, 24, 70, 54)    Name:     Handle: 0x480500(4719872)    Depth: 4
                    ControlType: ButtonControl    ClassName:     AutomationId:     Rect: (2, 24, 30, 51)    Name: 后退    Handle: 0x0(0)    Depth: 5
                    ControlType: ButtonControl    ClassName:     AutomationId:     Rect: (30, 24, 58, 51)    Name: 前进    Handle: 0x0(0)    Depth: 5
                    ControlType: ButtonControl    ClassName:     AutomationId:     Rect: (58, 24, 76, 51)    Name: 最新网页    Handle: 0x0(0)    Depth: 5
            ControlType: PaneControl    ClassName: Address Band Root    AutomationId: 41477    Rect: (70, 25, 1812, 50)    Name:     Handle: 0x505C6(329158)    Depth: 3
                ControlType: ProgressBarControl    ClassName: msctls_progress32    AutomationId:     Rect: (72, 26, 1810, 49)    Name:     Handle: 0x705D0(460240)    Depth: 4    RangeValue: 0
                    ControlType: PaneControl    ClassName: Breadcrumb Parent    AutomationId:     Rect: (72, 26, 1766, 49)    Name:     Handle: 0x1A0556(1705302)    Depth: 5
                        ControlType: ToolBarControl    ClassName: ToolbarWindow32    AutomationId: 1001    Rect: (72, 26, 1766, 49)    Name: 地址: E:\work\git\automagic\keyw...    Handle: 0xA0708(657160)    Depth: 6
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (72, 26, 109, 48)    Name: 桌面    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (109, 26, 170, 48)    Name: 计算机    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (170, 26, 265, 48)    Name: 本地磁盘 (E:)    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (265, 26, 319, 48)    Name: work    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (319, 26, 359, 48)    Name: git    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (359, 26, 445, 48)    Name: automagic    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (445, 26, 520, 48)    Name: keyword    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (520, 26, 609, 48)    Name: workSpace    Handle: 0x0(0)    Depth: 7
                            ControlType: SplitButtonControl    ClassName:     AutomationId:     Rect: (609, 26, 721, 48)    Name: filmora_project    Handle: 0x0(0)    Depth: 7
                            ControlType: MenuItemControl    ClassName:     AutomationId:     Rect: (721, 26, 780, 48)    Name: resource    Handle: 0x0(0)    Depth: 7
                    ControlType: ToolBarControl    ClassName: ToolbarWindow32    AutomationId:     Rect: (1766, 26, 1810, 49)    Name:     Handle: 0x5006F0(5244656)    Depth: 5
                        ControlType: ButtonControl    ClassName:     AutomationId:     Rect: (1766, 26, 1785, 49)    Name: 上一个位置    Handle: 0x0(0)    Depth: 6
                        ControlType: ButtonControl    ClassName:     AutomationId:     Rect: (1785, 26, 1810, 49)    Name: 刷新“resource”    Handle: 0x0(0)    Depth: 6
            ControlType: PaneControl    ClassName: UniversalSearchBand    AutomationId:     Rect: (1816, 25, 1920, 50)    Name:     Handle: 0xB05D2(722386)    Depth: 3
                ControlType: PaneControl    ClassName: Search Box    AutomationId:     Rect: (1816, 25, 1920, 50)    Name:     Handle: 0xB03DE(721886)    Depth: 4
                    ControlType: PaneControl    ClassName: SearchEditBoxWrapperClass    AutomationId:     Rect: (1821, 25, 1915, 50)    Name:     Handle: 0x450716(4523798)    Depth: 5
